[Tick #0] Attacker: [DIR: 3; POS: 54,92]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2093] Attacker: [DIR: 1; POS: 12,16]; Defender #0: [DIR: 0; POS: 12,55]; Defender #1: [DIR: 1; POS: 85,16]; Defender #2: [DIR: 2; POS: 36,65]; Defender #3: [DIR: 1; POS: 73,44]; 
[Tick #2094] Attacker: [DIR: 1; POS: 13,16]; Defender #0: [DIR: 0; POS: 12,54]; Defender #1: [DIR: 1; POS: 86,16]; Defender #2: [DIR: 2; POS: 36,66]; Defender #3: [DIR: 1; POS: 74,44]; 
[Tick #2095] Attacker: [DIR: 1; POS: 14,16]; Defender #0: [DIR: 0; POS: 12,53]; Defender #1: [DIR: 1; POS: 87,16]; Defender #2: [DIR: 2; POS: 36,67]; Defender #3: [DIR: 1; POS: 75,44]; 
[Tick #2096] Attacker: [DIR: 1; POS: 15,16]; Defender #0: [DIR: 0; POS: 12,52]; Defender #1: [DIR: 1; POS: 88,16]; Defender #2: [DIR: 1; POS: 36,68]; Defender #3: [DIR: 1; POS: 76,44]; 
[Tick #2097] Attacker: [DIR: 1; POS: 16,16]; Defender #0: [DIR: 0; POS: 12,51]; Defender #1: [DIR: 1; POS: 89,16]; Defender #2: [DIR: 1; POS: 37,68]; Defender #3: [DIR: 1; POS: 77,44]; 
[Tick #2098] Attacker: [DIR: 1; POS: 17,16]; Defender #0: [DIR: 0; POS: 12,50]; Defender #1: [DIR: 1; POS: 90,16]; Defender #2: [DIR: 1; POS: 38,68]; Defender #3: [DIR: 1; POS: 78,44]; 
[Tick #2099] Attacker: [DIR: 1; POS: 18,16]; Defender #0: [DIR: 0; POS: 12,49]; Defender #1: [DIR: 1; POS: 91,16]; Defender #2: [DIR: 1; POS: 39,68]; Defender #3: [DIR: 1; POS: 79,44]; 
[Tick #2100] Attacker: [DIR: 1; POS: 19,16]; Defender #0: [DIR: 0; POS: 12,48]; Defender #1: [DIR: 1; POS: 92,16]; Defender #2: [DIR: 1; POS: 40,68]; Defender #3: [DIR: 1; POS: 80,44]; 
[Tick #2101] Attacker: [DIR: 1; POS: 20,16]; Defender #0: [DIR: 0; POS: 12,47]; Defender #1: [DIR: 1; POS: 93,16]; Defender #2: [DIR: 1; POS: 41,68]; Defender #3: [DIR: 1; POS: 81,44]; 
[Tick #2102] Attacker: [DIR: 1; POS: 21,16]; Defender #0: [DIR: 0; POS: 12,46]; Defender #1: [DIR: 1; POS: 94,16]; Defender #2: [DIR: 1; POS: 42,68]; Defender #3: [DIR: 1; POS: 82,44]; 
[Tick #2103] Attacker: [DIR: 1; POS: 22,16]; Defender #0: [DIR: 0; POS: 12,45]; Defender #1: [DIR: 1; POS: 95,16]; Defender #2: [DIR: 1; POS: 43,68]; Defender #3: [DIR: 1; POS: 83,44]; 
[Tick #2104] Attacker: [DIR: 1; POS: 23,16]; Defender #0: [DIR: 0; POS: 12,44]; Defender #1: [DIR: 1; POS: 96,16]; Defender #2: [DIR: 1; POS: 44,68]; Defender #3: [DIR: 1; POS: 84,44]; 
[Tick #2105] Attacker: [DIR: 0; POS: 24,16]; Defender #0: [DIR: 0; POS: 12,43]; Defender #1: [DIR: 1; POS: 97,16]; Defender #2: [DIR: 1; POS: 45,68]; Defender #3: [DIR: 1; POS: 85,44]; 
[Tick #2106] Attacker: [DIR: 0; POS: 24,15]; Defender #0: [DIR: 0; POS: 12,42]; Defender #1: [DIR: 1; POS: 98,16]; Defender #2: [DIR: 1; POS: 46,68]; Defender #3: [DIR: 1; POS: 86,44]; 
[Tick #2107] Attacker: [DIR: 0; POS: 24,14]; Defender #0: [DIR: 0; POS: 12,41]; Defender #1: [DIR: 1; POS: 99,16]; Defender #2: [DIR: 1; POS: 47,68]; Defender #3: [DIR: 1; POS: 87,44]; 
[Tick #2108] Attacker: [DIR: 0; POS: 24,13]; Defender #0: [DIR: 0; POS: 12,40]; Defender #1: [DIR: 1; POS: 100,16]; Defender #2: [DIR: 1; POS: 48,68]; Defender #3: [DIR: 1; POS: 88,44]; 
[Tick #2109] Attacker: [DIR: 0; POS: 24,12]; Defender #0: [DIR: 0; POS: 12,39]; Defender #1: [DIR: 1; POS: 101,16]; Defender #2: [DIR: 1; POS: 49,68]; Defender #3: [DIR: 1; POS: 89,44]; 
[Tick #2110] Attacker: [DIR: 0; POS: 24,11]; Defender #0: [DIR: 0; POS: 12,38]; Defender #1: [DIR: 1; POS: 102,16]; Defender #2: [DIR: 1; POS: 50,68]; Defender #3: [DIR: 1; POS: 90,44]; 
[Tick #2111] Attacker: [DIR: 0; POS: 24,10]; Defender #0: [DIR: 0; POS: 12,37]; Defender #1: [DIR: 1; POS: 103,16]; Defender #2: [DIR: 1; POS: 51,68]; Defender #3: [DIR: 1; POS: 91,44]; 
[Tick #2112] Attacker: [DIR: 0; POS: 24,9]; Defender #0: [DIR: 0; POS: 12,36]; Defender #1: [DIR: 0; POS: 104,16]; Defender #2: [DIR: 1; POS: 52,68]; Defender #3: [DIR: 1; POS: 92,44]; 
[Tick #2113] Attacker: [DIR: 0; POS: 24,8]; Defender #0: [DIR: 0; POS: 12,35]; Defender #1: [DIR: 0; POS: 104,15]; Defender #2: [DIR: 1; POS: 53,68]; Defender #3: [DIR: 1; POS: 93,44]; 
[Tick #2114] Attacker: [DIR: 0; POS: 24,7]; Defender #0: [DIR: 0; POS: 12,34]; Defender #1: [DIR: 0; POS: 104,14]; Defender #2: [DIR: 1; POS: 54,68]; Defender #3: [DIR: 1; POS: 94,44]; 
[Tick #2115] Attacker: [DIR: 0; POS: 24,6]; Defender #0: [DIR: 0; POS: 12,33]; Defender #1: [DIR: 0; POS: 104,13]; Defender #2: [DIR: 1; POS: 55,68]; Defender #3: [DIR: 1; POS: 95,44]; 
[Tick #2116] Attacker: [DIR: 0; POS: 24,5]; Defender #0: [DIR: 0; POS: 12,32]; Defender #1: [DIR: 0; POS: 104,12]; Defender #2: [DIR: 1; POS: 56,68]; Defender #3: [DIR: 0; POS: 96,44]; 
[Tick #2117] Attacker: [DIR: 3; POS: 24,4]; Defender #0: [DIR: 0; POS: 12,31]; Defender #1: [DIR: 0; POS: 104,11]; Defender #2: [DIR: 1; POS: 57,68]; Defender #3: [DIR: 0; POS: 96,43]; 
[Tick #2118] Attacker: [DIR: 3; POS: 23,4]; Defender #0: [DIR: 0; POS: 12,30]; Defender #1: [DIR: 0; POS: 104,10]; Defender #2: [DIR: 1; POS: 58,68]; Defender #3: [DIR: 0; POS: 96,42]; 
[Tick #2119] Attacker: [DIR: 3; POS: 22,4]; Defender #0: [DIR: 0; POS: 12,29]; Defender #1: [DIR: 0; POS: 104,9]; Defender #2: [DIR: 1; POS: 59,68]; Defender #3: [DIR: 0; POS: 96,41]; 
[Tick #2120] Attacker: [DIR: 3; POS: 21,4]; Defender #0: [DIR: 0; POS: 12,28]; Defender #1: [DIR: 0; POS: 104,8]; Defender #2: [DIR: 1; POS: 60,68]; Defender #3: [DIR: 0; POS: 96,40]; 
[Tick #2121] Attacker: [DIR: 3; POS: 20,4]; Defender #0: [DIR: 0; POS: 12,27]; Defender #1: [DIR: 0; POS: 104,7]; Defender #2: [DIR: 1; POS: 61,68]; Defender #3: [DIR: 0; POS: 96,39]; 
[Tick #2122] Attacker: [DIR: 3; POS: 19,4]; Defender #0: [DIR: 0; POS: 12,26]; Defender #1: [DIR: 0; POS: 104,6]; Defender #2: [DIR: 1; POS: 62,68]; Defender #3: [DIR: 0; POS: 96,38]; 
[Tick #2123] Attacker: [DIR: 3; POS: 18,4]; Defender #0: [DIR: 0; POS: 12,25]; Defender #1: [DIR: 0; POS: 104,5]; Defender #2: [DIR: 1; POS: 63,68]; Defender #3: [DIR: 0; POS: 96,37]; 
[Tick #2124] Attacker: [DIR: 3; POS: 17,4]; Defender #0: [DIR: 0; POS: 12,24]; Defender #1: [DIR: 3; POS: 104,4]; Defender #2: [DIR: 1; POS: 64,68]; Defender #3: [DIR: 0; POS: 96,36]; 
[Tick #2125] Attacker: [DIR: 3; POS: 16,4]; Defender #0: [DIR: 0; POS: 12,23]; Defender #1: [DIR: 3; POS: 103,4]; Defender #2: [DIR: 1; POS: 65,68]; Defender #3: [DIR: 0; POS: 96,35]; 
[Tick #2126] Attacker: [DIR: 3; POS: 15,4]; Defender #0: [DIR: 0; POS: 12,22]; Defender #1: [DIR: 3; POS: 102,4]; Defender #2: [DIR: 1; POS: 66,68]; Defender #3: [DIR: 0; POS: 96,34]; 
[Tick #2127] Attacker: [DIR: 3; POS: 14,4]; Defender #0: [DIR: 0; POS: 12,21]; Defender #1: [DIR: 3; POS: 101,4]; Defender #2: [DIR: 1; POS: 67,68]; Defender #3: [DIR: 0; POS: 96,33]; 
[Tick #2128] Attacker: [DIR: 3; POS: 13,4]; Defender #0: [DIR: 0; POS: 12,20]; Defender #1: [DIR: 3; POS: 100,4]; Defender #2: [DIR: 1; POS: 68,68]; Defender #3: [DIR: 1; POS: 96,32]; 
[Tick #2129] Attacker: [DIR: 3; POS: 12,4]; Defender #0: [DIR: 0; POS: 12,19]; Defender #1: [DIR: 3; POS: 99,4]; Defender #2: [DIR: 1; POS: 69,68]; Defender #3: [DIR: 1; POS: 97,32]; 
[Tick #2130] Attacker: [DIR: 3; POS: 11,4]; Defender #0: [DIR: 0; POS: 12,18]; Defender #1: [DIR: 3; POS: 98,4]; Defender #2: [DIR: 1; POS: 70,68]; Defender #3: [DIR: 1; POS: 98,32]; 
[Tick #2131] Attacker: [DIR: 3; POS: 10,4]; Defender #0: [DIR: 0; POS: 12,17]; Defender #1: [DIR: 3; POS: 97,4]; Defender #2: [DIR: 1; POS: 71,68]; Defender #3: [DIR: 1; POS: 99,32]; 
[Tick #2132] Attacker: [DIR: 3; POS: 9,4]; Defender #0: [DIR: 3; POS: 12,16]; Defender #1: [DIR: 3; POS: 96,4]; Defender #2: [DIR: 0; POS: 72,68]; Defender #3: [DIR: 1; POS: 100,32]; 
[Tick #2133] Attacker: [DIR: 3; POS: 8,4]; Defender #0: [DIR: 3; POS: 11,16]; Defender #1: [DIR: 3; POS: 95,4]; Defender #2: [DIR: 0; POS: 72,67]; Defender #3: [DIR: 1; POS: 101,32]; 
[Tick #2134] Attacker: [DIR: 3; POS: 7,4]; Defender #0: [DIR: 3; POS: 10,16]; Defender #1: [DIR: 3; POS: 94,4]; Defender #2: [DIR: 0; POS: 72,66]; Defender #3: [DIR: 1; POS: 102,32]; 
[Tick #2135] Attacker: [DIR: 3; POS: 6,4]; Defender #0: [DIR: 3; POS: 9,16]; Defender #1: [DIR: 3; POS: 93,4]; Defender #2: [DIR: 0; POS: 72,65]; Defender #3: [DIR: 1; POS: 103,32]; 
[Tick #2136] Attacker: [DIR: 3; POS: 5,4]; Defender #0: [DIR: 3; POS: 8,16]; Defender #1: [DIR: 3; POS: 92,4]; Defender #2: [DIR: 0; POS: 72,64]; Defender #3: [DIR: 1; POS: 104,32]; 
[Tick #2137] Attacker: [DIR: 2; POS: 4,4]; Defender #0: [DIR: 3; POS: 7,16]; Defender #1: [DIR: 3; POS: 91,4]; Defender #2: [DIR: 0; POS: 72,63]; Defender #3: [DIR: 1; POS: 105,32]; 
[Tick #2138] Attacker: [DIR: 2; POS: 4,5]; Defender #0: [DIR: 3; POS: 6,16]; Defender #1: [DIR: 3; POS: 90,4]; Defender #2: [DIR: 0; POS: 72,62]; Defender #3: [DIR: 1; POS: 106,32]; 
[Tick #2139] Attacker: [DIR: 2; POS: 4,6]; Defender #0: [DIR: 3; POS: 5,16]; Defender #1: [DIR: 3; POS: 89,4]; Defender #2: [DIR: 0; POS: 72,61]; Defender #3: [DIR: 1; POS: 107,32]; 
[Tick #2140] Attacker: [DIR: 0; POS: 4,7]; Defender #0: [DIR: 0; POS: 4,16]; Defender #1: [DIR: 3; POS: 88,4]; Defender #2: [DIR: 0; POS: 72,60]; Defender #3: [DIR: 1; POS: 108,32]; 
[Tick #2141] Attacker: [DIR: 0; POS: 4,6]; Defender #0: [DIR: 0; POS: 4,15]; Defender #1: [DIR: 3; POS: 87,4]; Defender #2: [DIR: 0; POS: 72,59]; Defender #3: [DIR: 1; POS: 0,32]; 
[Tick #2142] Attacker: [DIR: 0; POS: 4,5]; Defender #0: [DIR: 0; POS: 4,14]; Defender #1: [DIR: 3; POS: 86,4]; Defender #2: [DIR: 0; POS: 72,58]; Defender #3: [DIR: 1; POS: 1,32]; 
[Tick #2143] Attacker: [DIR: 1; POS: 4,4]; Defender #0: [DIR: 0; POS: 4,13]; Defender #1: [DIR: 3; POS: 85,4]; Defender #2: [DIR: 0; POS: 72,57]; Defender #3: [DIR: 1; POS: 2,32]; 
[Tick #2144] Attacker: [DIR: 1; POS: 5,4]; Defender #0: [DIR: 0; POS: 4,12]; Defender #1: [DIR: 2; POS: 84,4]; Defender #2: [DIR: 0; POS: 72,56]; Defender #3: [DIR: 1; POS: 3,32]; 
[Tick #2145] Attacker: [DIR: 1; POS: 6,4]; Defender #0: [DIR: 0; POS: 4,11]; Defender #1: [DIR: 2; POS: 84,5]; Defender #2: [DIR: 0; POS: 72,55]; Defender #3: [DIR: 1; POS: 4,32]; 
[Tick #2146] Attacker: [DIR: 1; POS: 7,4]; Defender #0: [DIR: 0; POS: 4,10]; Defender #1: [DIR: 2; POS: 84,6]; Defender #2: [DIR: 0; POS: 72,54]; Defender #3: [DIR: 1; POS: 5,32]; 
[Tick #2147] Attacker: [DIR: 1; POS: 8,4]; Defender #0: [DIR: 0; POS: 4,9]; Defender #1: [DIR: 2; POS: 84,7]; Defender #2: [DIR: 0; POS: 72,53]; Defender #3: [DIR: 1; POS: 6,32]; 
[Tick #2148] Attacker: [DIR: 1; POS: 9,4]; Defender #0: [DIR: 0; POS: 4,8]; Defender #1: [DIR: 2; POS: 84,8]; Defender #2: [DIR: 0; POS: 72,52]; Defender #3: [DIR: 1; POS: 7,32]; 
[Tick #2149] Attacker: [DIR: 1; POS: 10,4]; Defender #0: [DIR: 0; POS: 4,7]; Defender #1: [DIR: 2; POS: 84,9]; Defender #2: [DIR: 0; POS: 72,51]; Defender #3: [DIR: 1; POS: 8,32]; 
[Tick #2150] Attacker: [DIR: 1; POS: 11,4]; Defender #0: [DIR: 0; POS: 4,6]; Defender #1: [DIR: 2; POS: 84,10]; Defender #2: [DIR: 0; POS: 72,50]; Defender #3: [DIR: 1; POS: 9,32]; 
[Tick #2151] Attacker: [DIR: 1; POS: 12,4]; Defender #0: [DIR: 0; POS: 4,5]; Defender #1: [DIR: 2; POS: 84,11]; Defender #2: [DIR: 0; POS: 72,49]; Defender #3: [DIR: 1; POS: 10,32]; 
[Tick #2152] Attacker: [DIR: 1; POS: 13,4]; Defender #0: [DIR: 1; POS: 4,4]; Defender #1: [DIR: 2; POS: 84,12]; Defender #2: [DIR: 0; POS: 72,48]; Defender #3: [DIR: 1; POS: 11,32]; 
[Tick #2153] Attacker: [DIR: 1; POS: 14,4]; Defender #0: [DIR: 1; POS: 5,4]; Defender #1: [DIR: 2; POS: 84,13]; Defender #2: [DIR: 0; POS: 72,47]; Defender #3: [DIR: 0; POS: 12,32]; 
[Tick #2154] Attacker: [DIR: 1; POS: 15,4]; Defender #0: [DIR: 1; POS: 6,4]; Defender #1: [DIR: 2; POS: 84,14]; Defender #2: [DIR: 0; POS: 72,46]; Defender #3: [DIR: 0; POS: 12,31]; 
[Tick #2155] Attacker: [DIR: 1; POS: 16,4]; Defender #0: [DIR: 1; POS: 7,4]; Defender #1: [DIR: 2; POS: 84,15]; Defender #2: [DIR: 0; POS: 72,45]; Defender #3: [DIR: 0; POS: 12,30]; 
[Tick #2156] Attacker: [DIR: 1; POS: 17,4]; Defender #0: [DIR: 1; POS: 8,4]; Defender #1: [DIR: 3; POS: 84,16]; Defender #2: [DIR: 0; POS: 72,44]; Defender #3: [DIR: 0; POS: 12,29]; 
[Tick #2157] Attacker: [DIR: 1; POS: 18,4]; Defender #0: [DIR: 1; POS: 9,4]; Defender #1: [DIR: 3; POS: 83,16]; Defender #2: [DIR: 0; POS: 72,43]; Defender #3: [DIR: 0; POS: 12,28]; 
[Tick #2158] Attacker: [DIR: 1; POS: 19,4]; Defender #0: [DIR: 1; POS: 10,4]; Defender #1: [DIR: 3; POS: 82,16]; Defender #2: [DIR: 0; POS: 72,42]; Defender #3: [DIR: 0; POS: 12,27]; 
[Tick #2159] Attacker: [DIR: 1; POS: 20,4]; Defender #0: [DIR: 1; POS: 11,4]; Defender #1: [DIR: 3; POS: 81,16]; Defender #2: [DIR: 0; POS: 72,41]; Defender #3: [DIR: 0; POS: 12,26]; 
[Tick #2160] Attacker: [DIR: 1; POS: 21,4]; Defender #0: [DIR: 1; POS: 12,4]; Defender #1: [DIR: 3; POS: 80,16]; Defender #2: [DIR: 0; POS: 72,40]; Defender #3: [DIR: 0; POS: 12,25]; 
[Tick #2161] Attacker: [DIR: 1; POS: 22,4]; Defender #0: [DIR: 1; POS: 13,4]; Defender #1: [DIR: 3; POS: 79,16]; Defender #2: [DIR: 0; POS: 72,39]; Defender #3: [DIR: 0; POS: 12,24]; 
[Tick #2162] Attacker: [DIR: 1; POS: 23,4]; Defender #0: [DIR: 1; POS: 14,4]; Defender #1: [DIR: 3; POS: 78,16]; Defender #2: [DIR: 0; POS: 72,38]; Defender #3: [DIR: 0; POS: 12,23]; 
[Tick #2163] Attacker: [DIR: 2; POS: 24,4]; Defender #0: [DIR: 1; POS: 15,4]; Defender #1: [DIR: 3; POS: 77,16]; Defender #2: [DIR: 0; POS: 72,37]; Defender #3: [DIR: 0; POS: 12,22]; 
[Tick #2164] Attacker: [DIR: 2; POS: 24,5]; Defender #0: [DIR: 1; POS: 16,4]; Defender #1: [DIR: 3; POS: 76,16]; Defender #2: [DIR: 0; POS: 72,36]; Defender #3: [DIR: 0; POS: 12,21]; 
[Tick #2165] Attacker: [DIR: 2; POS: 24,6]; Defender #0: [DIR: 1; POS: 17,4]; Defender #1: [DIR: 3; POS: 75,16]; Defender #2: [DIR: 0; POS: 72,35]; Defender #3: [DIR: 0; POS: 12,20]; 
[Tick #2166] Attacker: [DIR: 2; POS: 24,7]; Defender #0: [DIR: 1; POS: 18,4]; Defender #1: [DIR: 3; POS: 74,16]; Defender #2: [DIR: 0; POS: 72,34]; Defender #3: [DIR: 0; POS: 12,19]; 
[Tick #2167] Attacker: [DIR: 2; POS: 24,8]; Defender #0: [DIR: 1; POS: 19,4]; Defender #1: [DIR: 3; POS: 73,16]; Defender #2: [DIR: 0; POS: 72,33]; Defender #3: [DIR: 0; POS: 12,18]; 
[Tick #2168] Attacker: [DIR: 2; POS: 24,9]; Defender #0: [DIR: 1; POS: 20,4]; Defender #1: [DIR: 3; POS: 72,16]; Defender #2: [DIR: 3; POS: 72,32]; Defender #3: [DIR: 0; POS: 12,17]; 
[Tick #2169] Attacker: [DIR: 2; POS: 24,10]; Defender #0: [DIR: 1; POS: 21,4]; Defender #1: [DIR: 3; POS: 71,16]; Defender #2: [DIR: 3; POS: 71,32]; Defender #3: [DIR: 1; POS: 12,16]; 
[Tick #2170] Attacker: [DIR: 2; POS: 24,11]; Defender #0: [DIR: 1; POS: 22,4]; Defender #1: [DIR: 3; POS: 70,16]; Defender #2: [DIR: 3; POS: 70,32]; Defender #3: [DIR: 1; POS: 13,16]; 
[Tick #2171] Attacker: [DIR: 2; POS: 24,12]; Defender #0: [DIR: 1; POS: 23,4]; Defender #1: [DIR: 3; POS: 69,16]; Defender #2: [DIR: 3; POS: 69,32]; Defender #3: [DIR: 1; POS: 14,16]; 
[Tick #2172] Attacker: [DIR: 2; POS: 24,13]; Defender #0: [DIR: 2; POS: 24,4]; Defender #1: [DIR: 3; POS: 68,16]; Defender #2: [DIR: 3; POS: 68,32]; Defender #3: [DIR: 1; POS: 15,16]; 
[Tick #2173] Attacker: [DIR: 2; POS: 24,14]; Defender #0: [DIR: 2; POS: 24,5]; Defender #1: [DIR: 3; POS: 67,16]; Defender #2: [DIR: 3; POS: 67,32]; Defender #3: [DIR: 1; POS: 16,16]; 
[Tick #2174] Attacker: [DIR: 0; POS: 24,15]; Defender #0: [DIR: 2; POS: 24,6]; Defender #1: [DIR: 3; POS: 66,16]; Defender #2: [DIR: 3; POS: 66,32]; Defender #3: [DIR: 1; POS: 17,16]; 
[Tick #2175] Attacker: [DIR: 2; POS: 24,14]; Defender #0: [DIR: 2; POS: 24,7]; Defender #1: [DIR: 3; POS: 65,16]; Defender #2: [DIR: 3; POS: 65,32]; Defender #3: [DIR: 1; POS: 18,16]; 
[Tick #2176] Attacker: [DIR: 0; POS: 24,15]; Defender #0: [DIR: 2; POS: 24,8]; Defender #1: [DIR: 3; POS: 64,16]; Defender #2: [DIR: 3; POS: 64,32]; Defender #3: [DIR: 1; POS: 19,16]; 
[Tick #2177] Attacker: [DIR: 2; POS: 24,14]; Defender #0: [DIR: 2; POS: 24,9]; Defender #1: [DIR: 3; POS: 63,16]; Defender #2: [DIR: 3; POS: 63,32]; Defender #3: [DIR: 1; POS: 20,16]; 
[Tick #2178] Attacker: [DIR: 0; POS: 24,15]; Defender #0: [DIR: 2; POS: 24,10]; Defender #1: [DIR: 3; POS: 62,16]; Defender #2: [DIR: 3; POS: 62,32]; Defender #3: [DIR: 1; POS: 21,16]; 
[Tick #2179] Attacker: [DIR: 2; POS: 24,14]; Defender #0: [DIR: 2; POS: 24,11]; Defender #1: [DIR: 3; POS: 61,16]; Defender #2: [DIR: 3; POS: 61,32]; Defender #3: [DIR: 1; POS: 22,16]; 
[Tick #2180] Attacker: [DIR: -1; POS: 54,92]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2181] Attacker: [DIR: -1; POS: 53,92]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2182] Attacker: [DIR: -1; POS: 52,92]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2183] Attacker: [DIR: -1; POS: 51,92]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2184] Attacker: [DIR: -1; POS: 50,92]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2185] Attacker: [DIR: -1; POS: 49,92]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2186] Attacker: [DIR: -1; POS: 48,92]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2187] Attacker: [DIR: -1; POS: 47,92]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2188] Attacker: [DIR: -1; POS: 46,92]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2189] Attacker: [DIR: -1; POS: 45,92]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2190] Attacker: [DIR: -1; POS: 44,92]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2191] Attacker: [DIR: -1; POS: 43,92]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2192] Attacker: [DIR: -1; POS: 42,92]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2193] Attacker: [DIR: -1; POS: 41,92]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2194] Attacker: [DIR: -1; POS: 40,92]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2195] Attacker: [DIR: -1; POS: 39,92]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2196] Attacker: [DIR: -1; POS: 38,92]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2197] Attacker: [DIR: -1; POS: 37,92]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2198] Attacker: [DIR: -1; POS: 36,92]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2199] Attacker: [DIR: -1; POS: 35,92]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2200] Attacker: [DIR: -1; POS: 34,92]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2201] Attacker: [DIR: -1; POS: 33,92]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2202] Attacker: [DIR: -1; POS: 32,92]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2203] Attacker: [DIR: -1; POS: 31,92]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
